,Age,Job,Marital_Status,Education,Annual_Income,Credit_Score,Account_Balance,Housing_Loan,Personal_Loan,Contacted_Before,Campaign_Count,Months_With_Bank,Subscribed
4010,39,Self-Employed,Married,Graduate,819595,850,83471,No,Yes,No,6,15,No
4011,41,Student,Married,Graduate,362977,642,0,Yes,No,No,2,84,No
4012,35,Management,Divorced,Graduate,669156,658,264439,No,No,Yes,2,159,No
4013,56,Admin,Married,Not Graduate,294523,634,355403,No,No,No,2,103,No
4014,27,Retired,Divorced,Graduate,352449,782,54494,No,No,No,3,15,Yes
4015,36,Services,Married,Graduate,773629,609,117748,Yes,No,No,5,136,Yes
4016,40,Admin,Married,Graduate,759491,802,21907,No,No,No,5,136,Yes
4017,30,Student,Married,Graduate,465689,805,0,No,No,Yes,4,154,Yes
4018,42,Self-Employed,Married,Graduate,1095713,798,62155,No,No,No,3,107,No
4019,39,Services,Married,Not Graduate,1715497,737,114133,Yes,No,Yes,3,167,Yes
4020,63,Services,Married,Graduate,1784485,736,33608,No,No,Yes,3,1,Yes
4021,38,Admin,Married,Not Graduate,321945,541,15961,Yes,No,Yes,2,74,No
4022,48,Services,Married,Graduate,641406,728,241249,No,No,Yes,3,28,Yes
4023,43,Self-Employed,Divorced,Not Graduate,571703,674,45857,Yes,Yes,Yes,4,97,No
4024,35,Technician,Married,Graduate,437608,665,262990,No,No,Yes,5,19,No
4025,23,Admin,Single,Graduate,467217,764,155187,Yes,No,No,4,1,Yes
4026,34,Self-Employed,Married,Graduate,806649,629,59280,No,No,No,5,63,No
4027,47,Student,Married,Graduate,528792,713,160219,Yes,No,Yes,1,66,No
4028,40,Retired,Married,Graduate,186350,693,40396,Yes,No,No,3,25,No
4029,41,Management,Married,Graduate,581856,693,145382,Yes,No,No,3,1,No
4030,24,Retired,Single,Not Graduate,661319,769,119898,Yes,Yes,Yes,2,73,Yes
4031,53,Retired,Divorced,Not Graduate,796165,663,0,Yes,No,Yes,3,87,Yes
4032,18,Student,Married,Graduate,470198,767,95639,No,No,No,2,95,No
4033,46,Admin,Single,Not Graduate,315385,817,194545,No,No,No,2,90,Yes
4034,50,Retired,Married,Graduate,819968,618,83471,No,No,No,6,154,Yes
4035,37,Services,Single,Graduate,442886,703,235295,No,No,No,1,11,Yes
4036,50,Technician,Married,Not Graduate,986704,678,199168,No,No,No,5,51,No
4037,42,Entrepreneur,Married,Graduate,688604,664,177461,Yes,No,No,2,126,No
4038,61,Student,Married,Not Graduate,312718,644,65841,No,No,No,2,68,No
4039,42,Student,Married,Graduate,1270718,780,83471,No,No,Yes,3,47,Yes
4040,24,Services,Married,Not Graduate,320996,608,39076,No,No,No,1,14,No
4041,61,Admin,Married,Graduate,594174,583,96540,Yes,No,No,1,79,No
4042,34,Student,Single,Graduate,535876,703,100669,No,No,No,8,53,No
4043,20,Entrepreneur,Married,Not Graduate,977559,672,229494,No,No,Yes,4,73,No
4044,38,Retired,Married,Graduate,984501,673,95529,No,Yes,Yes,3,62,No
4045,35,Technician,Married,Graduate,226552,809,29228,No,No,Yes,5,162,Yes
4046,39,Admin,Married,Not Graduate,253458,677,51383,No,Yes,No,2,65,No
4047,39,Admin,Married,Graduate,554975,702,163787,No,No,No,1,63,Yes
4048,25,Admin,Single,Not Graduate,1730019,737,31745,Yes,No,No,2,31,Yes
4049,47,Self-Employed,Married,Graduate,294834,740,54784,Yes,No,No,2,115,No
4050,18,Student,Single,Graduate,1191607,595,196114,Yes,Yes,No,4,143,No
4051,30,Unemployed,Married,Graduate,730887,647,136693,Yes,No,No,3,48,No
4052,31,Entrepreneur,Married,Graduate,487030,582,58178,No,Yes,No,6,73,No
4053,32,Management,Married,Graduate,176157,669,83471,No,No,Yes,2,48,No
4054,53,Self-Employed,Single,Graduate,468037,737,20489,Yes,No,No,1,118,No
4055,28,Entrepreneur,Single,Not Graduate,444361,728,0,Yes,No,No,4,60,No
4056,33,Technician,Single,Graduate,505097,709,0,Yes,No,No,4,59,Yes
4057,39,Unemployed,Divorced,Graduate,621130,663,71014,No,No,Yes,3,74,Yes
4058,47,Entrepreneur,Single,Graduate,882245,637,126875,Yes,No,Yes,2,85,No
4059,51,Self-Employed,Married,Graduate,553107,770,64107,No,No,No,3,1,No
4060,40,Entrepreneur,Single,Not Graduate,150425,645,0,No,No,Yes,2,59,No
4061,44,Retired,Married,Graduate,666052,580,43079,Yes,No,No,4,80,No
4062,36,Retired,Married,Not Graduate,850588,814,121394,No,Yes,No,1,48,Yes
4063,32,Entrepreneur,Married,Not Graduate,616858,604,0,No,No,Yes,5,137,No
4064,33,Student,Married,Not Graduate,2075430,690,100448,No,No,No,3,121,No
4065,39,Entrepreneur,Single,Graduate,312835,614,267746,No,No,No,2,105,No
4066,46,Entrepreneur,Married,Graduate,572428,695,92553,Yes,No,No,5,36,No
4067,21,Admin,Married,Graduate,373715,689,44691,Yes,No,Yes,4,56,No
4068,46,Retired,Single,Graduate,409707,592,96761,No,No,No,4,73,Yes
4069,39,Management,Divorced,Graduate,293133,752,154634,Yes,Yes,Yes,3,83,Yes
4070,32,Self-Employed,Single,Graduate,660864,563,227143,No,No,Yes,3,45,No
4071,43,Technician,Single,Not Graduate,439753,620,66433,No,No,No,4,88,No
4072,21,Unemployed,Divorced,Not Graduate,553107,708,0,Yes,Yes,No,2,103,No
4073,29,Services,Single,Graduate,634241,725,41001,No,No,No,4,1,No
4074,56,Self-Employed,Single,Not Graduate,458409,588,105988,No,No,No,4,73,No
4075,61,Unemployed,Single,Graduate,250768,818,124162,Yes,No,Yes,5,75,No
4076,44,Technician,Single,Not Graduate,1891207,679,113044,No,No,No,3,70,Yes
4077,18,Unemployed,Single,Graduate,296753,548,88102,Yes,No,No,1,88,No
4078,35,Retired,Married,Graduate,518981,652,0,Yes,No,No,3,96,Yes
4079,37,Admin,Married,Graduate,1114475,728,97322,No,No,Yes,2,69,Yes
4080,31,Management,Married,Graduate,288448,649,72551,No,No,Yes,5,93,No
4081,38,Services,Married,Graduate,298835,750,0,Yes,No,No,1,93,No
4082,28,Retired,Married,Graduate,365649,677,107652,Yes,No,No,2,68,Yes
4083,55,Management,Divorced,Graduate,362536,698,221450,No,No,Yes,1,89,Yes
4084,27,Management,Single,Graduate,647320,721,25253,Yes,No,Yes,5,95,Yes
4085,39,Technician,Single,Graduate,867112,700,101061,No,No,No,4,56,No
4086,48,Admin,Married,Not Graduate,791962,689,137896,Yes,No,Yes,3,153,No
4087,59,Student,Married,Graduate,253494,617,115856,No,Yes,Yes,6,54,No
4088,53,Technician,Married,Graduate,479563,652,169574,No,No,No,5,103,No
4089,30,Student,Married,Graduate,193279,639,121257,No,No,No,4,119,No
4090,33,Entrepreneur,Single,Graduate,191861,810,84168,No,No,No,2,82,Yes
4091,55,Technician,Married,Graduate,367129,624,0,No,No,No,4,97,No
4092,55,Retired,Single,Graduate,600185,777,146069,No,No,Yes,5,141,Yes
4093,50,Admin,Married,Graduate,882234,721,140419,Yes,Yes,No,3,6,Yes
4094,34,Unemployed,Married,Not Graduate,869475,757,85607,Yes,No,Yes,6,134,No
4095,36,Technician,Married,Graduate,521522,697,236071,No,No,Yes,4,145,Yes
4096,64,Technician,Married,Graduate,391624,661,105644,Yes,No,No,3,32,No
4097,46,Entrepreneur,Married,Graduate,1178441,788,61444,Yes,No,No,3,38,Yes
4098,39,Management,Divorced,Graduate,1028685,691,87517,Yes,No,No,5,162,No
4099,24,Admin,Married,Graduate,457486,669,0,Yes,Yes,No,1,7,No
4100,24,Services,Divorced,Graduate,413063,784,53045,No,No,No,4,77,Yes
4101,30,Entrepreneur,Married,Graduate,1567299,660,121902,No,Yes,No,3,74,No
4102,29,Self-Employed,Married,Graduate,374220,775,170388,No,No,Yes,2,166,Yes
4103,43,Admin,Married,Not Graduate,201968,770,98223,No,No,No,3,109,No
4104,25,Management,Single,Graduate,419426,779,96789,No,No,No,3,142,Yes
4105,29,Services,Married,Not Graduate,809224,544,75474,Yes,No,No,3,133,No
4106,43,Unemployed,Married,Not Graduate,1172575,814,76896,No,No,No,1,130,Yes
4107,48,Retired,Married,Graduate,551683,731,27869,Yes,No,Yes,2,166,No
4108,44,Student,Single,Graduate,589735,683,147202,Yes,No,No,3,122,No
4109,45,Self-Employed,Married,Graduate,460869,599,104072,No,Yes,Yes,3,112,No
4111,50,Student,Single,Not Graduate,575752,724,47078,No,No,Yes,2,35,No
4112,50,Student,Single,Not Graduate,540400,669,15180,No,No,No,3,125,No
4113,57,Self-Employed,Single,Graduate,647508,762,83471,Yes,No,No,3,89,No
4114,41,Retired,Married,Not Graduate,408687,630,74839,No,No,Yes,2,14,Yes
4115,37,Student,Divorced,Not Graduate,416930,837,21787,No,No,No,3,30,Yes
4116,36,Self-Employed,Married,Graduate,1398442,778,0,Yes,No,No,2,35,No
4117,48,Entrepreneur,Married,Graduate,495248,850,81763,Yes,No,No,4,1,Yes
4118,36,Retired,Single,Graduate,363646,564,0,No,No,No,1,13,No
4119,24,Management,Divorced,Graduate,334142,737,204333,No,No,No,6,112,No
4120,22,Retired,Single,Not Graduate,1477918,513,80571,Yes,Yes,No,3,87,No
4121,31,Management,Married,Not Graduate,2129220,630,304762,No,No,No,3,104,Yes
4122,33,Admin,Married,Graduate,534310,691,26205,Yes,No,Yes,4,86,No
4123,39,Self-Employed,Divorced,Not Graduate,218697,786,132138,Yes,No,No,4,51,Yes
4124,28,Student,Married,Not Graduate,537453,630,0,Yes,No,Yes,1,93,No
4125,54,Unemployed,Divorced,Graduate,2238651,621,220479,No,No,No,3,153,Yes
4126,45,Technician,Married,Graduate,442620,634,182042,Yes,No,No,4,1,No
4127,39,Self-Employed,Married,Not Graduate,546307,698,83471,Yes,No,No,4,73,No
4128,53,Self-Employed,Single,Graduate,662297,745,0,Yes,No,No,2,174,No
4129,36,Admin,Married,Graduate,285139,664,95709,Yes,No,No,4,74,Yes
4130,48,Unemployed,Married,Not Graduate,746953,714,104528,No,No,Yes,5,129,No
4131,39,Admin,Married,Not Graduate,1121477,488,32077,No,No,Yes,3,164,No
4132,37,Technician,Married,Graduate,428496,825,237938,Yes,Yes,No,3,83,Yes
4133,41,Unemployed,Married,Graduate,821634,602,92915,No,No,No,4,1,No
4134,35,Retired,Married,Graduate,1137444,671,0,Yes,No,Yes,3,25,No
4135,47,Unemployed,Married,Graduate,533073,606,64187,No,No,No,2,171,No
4136,36,Unemployed,Single,Not Graduate,495064,703,53131,Yes,No,Yes,2,4,No
4137,39,Student,Single,Graduate,357436,661,3113,Yes,No,Yes,1,1,No
4138,51,Management,Married,Not Graduate,557151,710,79494,No,No,No,4,174,Yes
4139,31,Self-Employed,Married,Graduate,1234073,551,312984,Yes,Yes,No,2,27,No
4140,29,Technician,Single,Not Graduate,463355,673,177437,No,No,No,4,133,Yes
4141,41,Retired,Married,Graduate,1791546,660,193477,No,No,No,3,78,Yes
4142,50,Technician,Married,Not Graduate,1013735,580,0,Yes,Yes,Yes,4,1,No
4143,36,Technician,Married,Not Graduate,1134719,626,64246,No,Yes,Yes,3,106,No
4144,62,Services,Married,Graduate,1117594,730,98569,No,Yes,Yes,5,111,Yes
4145,32,Services,Single,Graduate,243651,719,136595,No,No,No,4,125,Yes
4146,49,Admin,Single,Graduate,1100558,741,218638,No,No,No,4,58,No
4147,29,Management,Single,Graduate,660874,777,0,Yes,No,Yes,2,81,No
4148,54,Self-Employed,Single,Graduate,1235573,645,148902,No,Yes,No,5,37,Yes
4149,45,Unemployed,Single,Not Graduate,547786,664,72358,No,No,No,3,140,Yes
4151,25,Services,Married,Graduate,316814,835,169878,No,No,No,4,86,Yes
4152,28,Student,Married,Graduate,1080569,789,0,Yes,No,No,7,98,No
4153,55,Entrepreneur,Single,Graduate,1338767,603,267348,Yes,No,Yes,4,91,No
4154,33,Retired,Single,Not Graduate,460075,771,0,No,No,Yes,5,142,No
4155,31,Services,Single,Graduate,249413,797,48067,No,No,No,2,54,Yes
4156,46,Student,Divorced,Not Graduate,290456,712,69556,Yes,No,Yes,1,73,No
4157,49,Technician,Married,Not Graduate,394542,714,0,No,No,No,3,38,Yes
4158,45,Services,Married,Graduate,1656060,553,140124,No,No,Yes,3,92,No
4159,35,Unemployed,Single,Graduate,446581,650,88229,Yes,No,No,4,70,Yes
4160,41,Unemployed,Married,Not Graduate,433521,684,63454,Yes,Yes,No,2,108,Yes
4161,52,Services,Married,Graduate,739593,735,0,Yes,No,No,3,77,No
4162,38,Self-Employed,Married,Not Graduate,559055,704,81498,No,No,No,4,18,No
4163,37,Entrepreneur,Single,Graduate,2603602,719,164238,No,No,No,4,96,Yes
4164,52,Management,Married,Not Graduate,388769,692,64145,No,No,No,6,87,Yes
4165,24,Self-Employed,Single,Graduate,1418163,746,81144,Yes,No,No,1,52,Yes
4166,45,Admin,Single,Graduate,852994,730,0,No,Yes,No,1,204,No
4167,34,Admin,Married,Not Graduate,194596,706,82920,No,No,No,2,98,No
4168,41,Unemployed,Married,Not Graduate,464872,622,137771,No,Yes,No,4,51,No
4169,50,Entrepreneur,Single,Not Graduate,1576448,683,149888,No,Yes,No,6,73,No
4170,34,Unemployed,Married,Not Graduate,267252,600,119986,Yes,Yes,No,6,141,No
4171,47,Unemployed,Married,Graduate,1062248,707,9583,Yes,No,No,6,65,No
4172,34,Management,Single,Graduate,641165,605,31241,Yes,No,No,1,73,No
4173,55,Services,Single,Graduate,473737,697,0,Yes,No,No,3,4,No
4174,35,Student,Married,Not Graduate,423182,586,173723,Yes,No,No,1,143,No
4175,36,Entrepreneur,Married,Not Graduate,532240,675,22628,No,No,Yes,3,43,Yes
4176,35,Self-Employed,Married,Graduate,368910,733,20589,No,No,No,2,89,No
4177,47,Retired,Married,Graduate,911115,711,0,Yes,No,No,8,32,No
4178,26,Retired,Married,Not Graduate,629998,746,4989,Yes,No,Yes,2,126,No
4179,38,Entrepreneur,Married,Graduate,269176,623,0,No,No,No,3,80,No
4180,39,Retired,Married,Not Graduate,661597,671,101268,No,Yes,No,4,103,No
4181,32,Student,Married,Not Graduate,377019,675,27361,No,No,Yes,4,59,No
4182,22,Management,Single,Not Graduate,526441,790,0,No,No,Yes,1,15,Yes
4183,34,Services,Married,Graduate,447164,747,118667,No,Yes,No,3,133,No
4184,26,Entrepreneur,Single,Graduate,421911,598,114587,Yes,No,Yes,1,55,No
4185,21,Services,Single,Graduate,249929,752,175841,No,No,No,2,32,Yes
4186,35,Admin,Married,Graduate,553107,685,44361,No,No,No,3,84,No
4187,40,Management,Single,Graduate,1244987,790,179625,No,No,No,11,1,No
4188,64,Management,Married,Graduate,276654,739,133653,No,Yes,Yes,1,8,No
4189,55,Self-Employed,Single,Graduate,427271,800,95609,No,No,No,5,93,Yes
4190,46,Retired,Married,Graduate,1444499,848,223287,Yes,No,Yes,2,103,Yes
4191,25,Technician,Married,Graduate,1009258,648,0,Yes,No,Yes,2,17,No
4192,41,Retired,Married,Graduate,1024315,655,98012,No,No,Yes,5,106,No
4193,31,Student,Married,Not Graduate,728802,850,84291,No,No,No,2,94,No
4194,33,Student,Married,Graduate,942289,621,91623,No,No,No,5,72,No
4195,52,Self-Employed,Married,Graduate,748659,821,0,Yes,No,No,4,63,No
4196,56,Admin,Single,Graduate,417506,823,141101,Yes,Yes,No,4,70,No
4197,30,Services,Married,Graduate,530410,630,0,Yes,Yes,No,4,29,No
4198,63,Management,Married,Graduate,384024,671,190936,No,No,No,3,18,Yes
4199,38,Self-Employed,Married,Not Graduate,730821,597,0,Yes,No,Yes,4,53,No
4200,47,Student,Single,Graduate,814057,737,71756,No,No,No,5,41,Yes
4201,22,Management,Married,Graduate,360240,704,149951,Yes,No,No,2,116,Yes
4202,51,Technician,Single,Graduate,801647,781,146752,Yes,No,Yes,2,130,Yes
4203,22,Unemployed,Married,Not Graduate,655723,587,71745,No,No,No,4,48,No
4204,34,Unemployed,Single,Not Graduate,1006817,696,161812,No,No,No,3,111,No
4205,27,Unemployed,Married,Not Graduate,553107,850,0,Yes,No,No,4,151,No
4206,40,Entrepreneur,Married,Graduate,747321,724,0,Yes,No,Yes,6,16,No
4207,35,Technician,Married,Not Graduate,553107,712,0,No,No,Yes,5,52,No
4208,49,Retired,Single,Graduate,313898,763,57615,Yes,No,Yes,2,1,No
4209,45,Management,Married,Graduate,1146718,710,83471,Yes,Yes,No,3,0,No
4210,49,Retired,Married,Graduate,659166,552,0,No,No,Yes,5,31,No
4211,31,Unemployed,Married,Graduate,281514,707,0,Yes,No,No,3,162,Yes
4212,31,Entrepreneur,Single,Graduate,346413,740,11859,Yes,Yes,Yes,4,170,No
4213,48,Student,Married,Graduate,482846,702,146168,No,No,Yes,5,73,Yes
4214,30,Retired,Single,Not Graduate,638221,701,43423,Yes,No,No,3,29,No
4215,48,Admin,Married,Graduate,1136929,738,193877,Yes,Yes,No,4,94,No
4216,31,Admin,Married,Graduate,884709,730,0,Yes,No,No,4,61,No
4217,25,Self-Employed,Divorced,Graduate,505281,632,259380,Yes,No,No,2,79,Yes
4218,41,Self-Employed,Married,Graduate,1713187,712,38418,No,No,No,5,54,No
4219,32,Retired,Single,Graduate,490995,606,90763,Yes,No,No,1,73,Yes
4220,44,Retired,Married,Not Graduate,261199,755,190899,Yes,No,No,5,134,No
4221,47,Admin,Single,Not Graduate,427859,689,0,No,No,No,2,77,Yes
4222,21,Unemployed,Single,Graduate,494605,746,210025,Yes,No,No,8,114,Yes
4223,26,Entrepreneur,Married,Graduate,164551,681,154490,No,No,No,5,75,No
4224,39,Management,Married,Not Graduate,1045645,764,156535,No,No,Yes,2,167,Yes
4225,29,Technician,Single,Not Graduate,928094,670,83471,Yes,No,No,1,73,No
4226,32,Technician,Divorced,Graduate,166874,600,56231,No,No,No,2,99,No
4227,39,Retired,Married,Graduate,673767,582,66555,Yes,No,No,2,80,No
4228,25,Management,Married,Graduate,443666,695,0,Yes,Yes,No,5,103,No
4229,54,Technician,Married,Graduate,784755,706,0,Yes,No,No,5,11,No
4230,40,Self-Employed,Married,Not Graduate,367419,676,144527,Yes,No,No,6,21,No
4231,47,Admin,Married,Not Graduate,1075214,804,0,Yes,No,No,5,70,Yes
4232,18,Entrepreneur,Married,Graduate,402926,628,105064,Yes,No,No,2,98,No
4233,54,Unemployed,Married,Graduate,569457,702,177539,No,No,No,2,73,Yes
4234,31,Services,Married,Graduate,407069,655,0,Yes,No,No,1,22,Yes
4235,24,Management,Married,Not Graduate,456296,708,110619,No,No,No,3,36,No
4236,36,Student,Married,Not Graduate,417400,673,200331,Yes,Yes,No,4,148,Yes
4237,32,Admin,Married,Graduate,737069,689,4013,Yes,No,No,2,92,No
4238,46,Unemployed,Married,Graduate,386122,619,42645,No,Yes,No,3,80,No
4239,39,Management,Married,Graduate,299765,666,0,No,No,Yes,2,73,No
4240,35,Services,Married,Graduate,513597,800,89106,No,No,No,2,73,Yes
4241,18,Self-Employed,Married,Not Graduate,461172,789,100468,Yes,No,No,3,126,Yes
4242,41,Management,Married,Not Graduate,316543,630,0,Yes,No,No,3,115,No
4243,35,Unemployed,Married,Not Graduate,1475665,674,90185,Yes,No,No,3,107,No
4244,47,Student,Married,Not Graduate,2492853,675,56301,No,No,No,6,96,No
4245,18,Technician,Married,Graduate,685662,718,229483,No,No,No,2,30,Yes
4246,43,Admin,Single,Graduate,268302,620,11999,No,No,No,3,22,No
4247,50,Admin,Single,Not Graduate,161130,699,266696,Yes,Yes,No,4,40,No
4248,48,Entrepreneur,Married,Graduate,1106957,588,77149,No,No,Yes,7,49,No
4249,35,Student,Married,Graduate,472609,790,65012,Yes,No,No,2,27,No
4250,39,Admin,Single,Graduate,981176,745,118473,Yes,No,Yes,3,22,Yes
4251,28,Technician,Married,Graduate,470548,629,70243,Yes,No,No,6,73,No
4252,43,Self-Employed,Married,Graduate,191527,619,157698,No,No,Yes,7,84,Yes
4253,55,Services,Married,Graduate,706669,671,112784,No,Yes,No,2,86,No
4254,40,Admin,Single,Graduate,1024722,767,28366,Yes,No,No,2,90,Yes
4255,46,Retired,Married,Not Graduate,425449,676,41903,No,No,No,4,91,No
4256,50,Services,Married,Graduate,370557,631,10136,No,No,No,2,126,No
4257,46,Student,Single,Graduate,370334,654,0,No,No,No,3,50,No
4258,36,Admin,Married,Graduate,1126456,722,4194,Yes,No,No,4,89,Yes
4259,32,Self-Employed,Single,Not Graduate,383646,734,124493,No,No,No,4,37,Yes
4260,39,Admin,Single,Graduate,318238,647,144271,Yes,Yes,No,2,1,Yes
4262,25,Management,Married,Graduate,566748,699,106111,Yes,Yes,Yes,3,60,No
4263,41,Student,Married,Graduate,741590,683,10088,Yes,No,No,2,77,No
4264,40,Self-Employed,Single,Graduate,603490,697,210382,Yes,No,No,3,59,No
4265,39,Unemployed,Married,Graduate,285023,780,83471,No,No,Yes,1,130,Yes
4266,36,Self-Employed,Single,Graduate,710980,777,8180,Yes,Yes,No,3,24,No
4267,47,Retired,Single,Graduate,715996,621,145707,No,No,No,4,75,No
4268,41,Technician,Married,Not Graduate,664144,717,106621,No,No,No,5,101,No
4269,51,Retired,Married,Graduate,607431,645,46297,No,No,No,2,66,No
4270,59,Unemployed,Married,Graduate,329422,733,6111,No,Yes,No,2,1,No
4271,43,Unemployed,Single,Not Graduate,550322,608,119851,Yes,No,Yes,6,1,No
4272,51,Technician,Married,Graduate,650135,682,31159,No,Yes,Yes,3,88,No
4273,44,Technician,Married,Graduate,783384,681,209400,No,No,No,4,92,No
4274,54,Unemployed,Married,Graduate,887481,710,91263,Yes,No,Yes,1,37,Yes
4275,39,Technician,Married,Not Graduate,632916,749,269691,Yes,No,No,4,115,No
4276,51,Technician,Married,Graduate,410880,669,170540,Yes,No,Yes,1,108,No
4277,36,Unemployed,Single,Graduate,336206,723,185504,No,Yes,Yes,1,55,No
4278,42,Management,Married,Graduate,591466,800,0,No,No,No,3,75,No
4279,22,Services,Single,Not Graduate,935482,689,259194,Yes,No,Yes,3,56,No
4280,42,Services,Single,Graduate,394079,636,0,Yes,No,No,4,123,No
4281,41,Technician,Married,Graduate,544603,764,60177,No,No,Yes,2,66,No
4282,29,Admin,Married,Graduate,1507525,558,92101,No,No,No,2,65,Yes
4283,43,Technician,Married,Graduate,732731,819,57813,Yes,No,No,6,98,No
4284,54,Retired,Married,Not Graduate,543541,696,142784,Yes,No,No,2,59,Yes
4285,33,Admin,Married,Graduate,444984,707,0,Yes,No,Yes,4,1,No
4286,44,Admin,Divorced,Graduate,438222,679,34590,Yes,Yes,No,5,73,No
4287,40,Self-Employed,Married,Graduate,274588,667,1621,No,No,No,2,113,No
4288,37,Self-Employed,Married,Graduate,302578,661,94617,Yes,No,No,3,48,No
4289,49,Technician,Married,Graduate,513935,614,0,Yes,No,No,2,41,No
4290,50,Self-Employed,Single,Graduate,525039,623,89078,No,Yes,Yes,2,1,No
4291,46,Self-Employed,Divorced,Graduate,766635,606,113909,No,No,No,4,81,No
4292,45,Admin,Divorced,Not Graduate,285531,755,139515,Yes,No,No,1,118,No
4293,27,Retired,Divorced,Graduate,981797,839,0,Yes,No,No,6,139,Yes
4294,39,Services,Married,Not Graduate,869373,604,51097,Yes,No,No,5,41,No
4295,32,Self-Employed,Married,Graduate,708831,797,12453,No,No,Yes,2,57,No
4296,34,Self-Employed,Divorced,Not Graduate,355252,678,103050,Yes,No,No,3,94,No
4297,40,Student,Married,Graduate,398475,650,139309,No,No,No,4,32,Yes
4298,18,Admin,Single,Graduate,551698,651,52553,No,No,No,6,108,No
4299,30,Services,Single,Graduate,635141,661,72127,Yes,No,No,2,17,No
4300,49,Student,Single,Not Graduate,536815,609,166311,No,Yes,No,3,85,No
4301,39,Management,Married,Graduate,817229,666,168647,Yes,No,No,1,148,No
4302,50,Student,Divorced,Not Graduate,654565,666,19983,No,No,No,5,94,No
4303,34,Retired,Single,Not Graduate,676634,666,217704,Yes,No,No,1,20,No
4304,42,Entrepreneur,Divorced,Graduate,487486,693,0,Yes,No,Yes,3,49,No
4305,38,Admin,Single,Graduate,459363,641,0,Yes,No,Yes,3,130,Yes
4306,41,Admin,Married,Graduate,297616,650,90222,No,Yes,No,2,109,No
4307,59,Admin,Married,Graduate,569940,760,202307,No,No,No,1,1,Yes
4308,33,Retired,Single,Not Graduate,354719,688,71417,No,No,No,3,74,No
4309,22,Entrepreneur,Divorced,Graduate,669145,690,130865,Yes,Yes,Yes,4,36,No
4310,46,Student,Divorced,Not Graduate,458074,656,82490,Yes,No,Yes,1,1,No
4311,35,Management,Married,Not Graduate,1553469,641,66980,Yes,No,No,4,93,No
4312,29,Retired,Married,Graduate,832661,645,70929,No,No,No,3,184,No
4313,53,Admin,Single,Not Graduate,967212,747,14812,Yes,Yes,No,2,49,No
4314,46,Unemployed,Married,Graduate,715070,609,62716,No,No,No,4,99,Yes
4315,34,Student,Married,Graduate,940676,763,0,No,Yes,Yes,3,115,No
4316,31,Technician,Single,Not Graduate,433879,569,124804,Yes,No,No,4,48,No
4317,35,Management,Married,Not Graduate,1519883,708,151534,No,No,No,1,73,Yes
4318,48,Services,Married,Not Graduate,708134,631,165121,No,No,Yes,3,115,Yes
4319,18,Self-Employed,Married,Graduate,612125,713,83471,Yes,No,No,3,1,No
4320,49,Self-Employed,Married,Graduate,287095,747,90147,Yes,No,Yes,3,46,No
4321,70,Entrepreneur,Married,Graduate,200718,724,165831,No,Yes,No,6,1,Yes
4322,28,Technician,Married,Not Graduate,655360,620,103155,No,Yes,No,5,138,No
4323,42,Self-Employed,Married,Graduate,1111562,689,94300,No,No,No,1,13,No
4324,55,Management,Married,Graduate,486775,675,69532,Yes,No,No,2,17,No
4325,47,Unemployed,Single,Graduate,666757,787,58620,Yes,No,No,6,24,Yes
4326,46,Student,Married,Graduate,948367,726,60195,Yes,Yes,No,5,45,No
4327,40,Technician,Single,Graduate,722711,742,0,Yes,Yes,No,7,61,No
4328,24,Self-Employed,Divorced,Graduate,873677,701,33201,No,No,No,3,41,No
4329,32,Self-Employed,Married,Graduate,559207,647,277743,No,No,No,4,99,No
4330,36,Self-Employed,Single,Graduate,235579,795,232647,No,No,No,5,131,Yes
4331,45,Services,Single,Graduate,294075,672,74133,No,No,No,2,69,No
4332,39,Unemployed,Married,Graduate,260183,721,163573,No,No,No,2,84,Yes
4333,54,Self-Employed,Married,Graduate,313724,739,323413,Yes,No,No,6,21,No
4334,42,Retired,Married,Graduate,330825,680,30995,No,No,No,5,119,No
4335,54,Self-Employed,Married,Graduate,742800,623,0,Yes,Yes,No,4,68,No
4336,45,Entrepreneur,Single,Not Graduate,506901,673,0,Yes,No,No,5,111,No
4337,50,Management,Married,Graduate,553107,679,127824,No,No,No,3,138,Yes
4338,50,Unemployed,Single,Not Graduate,250570,655,151440,No,No,Yes,3,1,Yes
4339,32,Student,Divorced,Graduate,184731,834,31210,Yes,No,No,1,98,Yes
4340,18,Admin,Married,Not Graduate,338101,749,94063,Yes,No,Yes,2,110,Yes
4341,34,Technician,Married,Graduate,790636,777,287943,No,No,Yes,2,1,Yes
4342,50,Student,Married,Graduate,566757,703,132652,No,No,Yes,1,141,No
4343,44,Student,Married,Graduate,385285,638,0,No,Yes,No,1,158,No
4344,44,Self-Employed,Divorced,Not Graduate,760425,680,192556,Yes,No,No,3,130,Yes
4345,48,Admin,Married,Graduate,429780,627,211584,No,No,Yes,4,202,Yes
4346,61,Student,Single,Graduate,517288,680,4440,No,No,No,1,116,No
4347,45,Unemployed,Married,Not Graduate,391076,575,178116,Yes,No,No,4,81,No
4348,39,Entrepreneur,Single,Graduate,618292,753,0,No,No,No,2,13,No
4349,31,Entrepreneur,Single,Not Graduate,279295,669,54008,No,No,No,2,82,No
4350,55,Student,Single,Graduate,388520,649,105189,Yes,Yes,No,3,26,Yes
4351,28,Admin,Married,Graduate,1044140,684,189744,Yes,No,Yes,5,110,No
